unique_item_id,category,rating,price,product_popularity
Books_1,Books,3.0,398.72,0.02
Books_10,Books,2.8333333333333335,696.9499999999999,0.5033333333333333
Books_100,Books,2.6666666666666665,520.7566666666667,0.5
Books_1000,Books,4.5,347.3866666666666,0.395
Books_1001,Books,1.0,108.39,0.95
Books_1002,Books,2.5,469.99,0.53
Books_1003,Books,2.25,357.89000000000004,0.36
Books_1004,Books,3.25,423.3075,0.53
Books_1005,Books,2.0,140.68,0.095
Books_1006,Books,2.5,299.355,0.175
Books_1007,Books,4.0,409.77,0.65
Books_1008,Books,2.5,751.45,0.47
Books_1009,Books,2.6666666666666665,501.3033333333333,0.25333333333333335
Books_101,Books,3.0,733.65,0.53
Books_1010,Books,2.6,346.656,0.746
Books_1011,Books,2.0,816.1,0.99
Books_1012,Books,2.0,419.61,0.335
Books_1013,Books,3.0,585.04,0.5366666666666667
Books_1014,Books,2.6666666666666665,322.49333333333334,0.32
Books_1015,Books,3.0,542.125,0.52
Books_1016,Books,1.0,91.84,0.58
Books_1017,Books,1.0,989.18,0.22
Books_1018,Books,3.25,532.3775,0.6174999999999999
Books_1019,Books,4.333333333333333,384.9266666666667,0.27
Books_102,Books,4.5,532.025,0.1
Books_1020,Books,3.6,280.442,0.6799999999999999
Books_1021,Books,1.0,332.03,0.25
Books_1022,Books,3.6666666666666665,515.2733333333334,0.4366666666666667
Books_1023,Books,2.5,506.75,0.3
Books_1024,Books,2.0,461.17,0.88
Books_1025,Books,3.6666666666666665,406.93,0.35000000000000003
Books_1026,Books,3.0,395.255,0.69
Books_1027,Books,3.0,98.775,0.375
Books_1028,Books,5.0,57.31,0.73
Books_1029,Books,4.0,443.49,0.41
Books_103,Books,3.0,687.1566666666668,0.36000000000000004
Books_1030,Books,2.25,728.6575,0.55
Books_1031,Books,2.75,376.65,0.3975
Books_1032,Books,3.5,587.7950000000001,0.44
Books_1033,Books,5.0,857.05,0.37
Books_1034,Books,3.5,677.2574999999999,0.28750000000000003
Books_1035,Books,2.75,777.1825,0.195
Books_1037,Books,5.0,363.15,0.42
Books_104,Books,3.0,671.21,0.5399999999999999
Books_1040,Books,3.3333333333333335,422.2966666666666,0.47333333333333333
Books_1041,Books,4.5,171.475,0.76
Books_1042,Books,5.0,374.065,0.32999999999999996
Books_1043,Books,4.333333333333333,525.5200000000001,0.36999999999999994
Books_1045,Books,1.0,505.78,0.25
Books_1046,Books,2.0,593.7933333333334,0.12
Books_1048,Books,1.0,473.815,0.29000000000000004
Books_1049,Books,3.0,465.09,0.78
Books_105,Books,2.5,379.215,0.28500000000000003
Books_1050,Books,1.0,768.675,0.8
Books_1051,Books,3.0,761.345,0.48000000000000004
Books_1052,Books,1.6666666666666667,533.2866666666667,0.45999999999999996
Books_1054,Books,1.0,772.93,0.25
Books_1055,Books,4.0,629.83,0.16
Books_1056,Books,2.5,520.0825,0.5225
Books_1057,Books,2.25,546.2625,0.2825
Books_1058,Books,2.857142857142857,612.6828571428571,0.48999999999999994
Books_1059,Books,3.0,541.2466666666667,0.27
Books_106,Books,1.4,435.538,0.22800000000000004
Books_1060,Books,3.0,876.72,0.88
Books_1061,Books,1.4,603.0219999999999,0.678
Books_1064,Books,3.5,763.0150000000001,0.4
Books_1065,Books,2.6666666666666665,690.1416666666668,0.455
Books_1066,Books,4.5,629.125,0.265
Books_1067,Books,5.0,869.72,0.02
Books_1068,Books,2.4,451.63599999999997,0.308
Books_107,Books,2.75,696.1075,0.315
Books_1070,Books,2.6666666666666665,447.3533333333333,0.5299999999999999
Books_1071,Books,2.0,333.275,0.195
Books_1072,Books,1.75,681.51,0.6325
Books_1073,Books,2.5,669.175,0.64
Books_1074,Books,3.0,433.09666666666664,0.5233333333333333
Books_1075,Books,2.5,704.925,0.445
Books_1076,Books,2.0,710.7433333333333,0.7333333333333334
Books_1077,Books,3.2,612.176,0.48
Books_1078,Books,1.6666666666666667,414.27333333333337,0.7799999999999999
Books_1079,Books,3.0,464.69666666666666,0.41
Books_108,Books,3.25,403.375,0.4525
Books_1080,Books,2.0,179.86,0.595
Books_1081,Books,3.0,394.7833333333333,0.47000000000000003
Books_1082,Books,4.0,496.245,0.745
Books_1083,Books,5.0,364.54,0.8
Books_1084,Books,4.0,245.33,0.95
Books_1086,Books,3.3333333333333335,778.98,0.49666666666666665
Books_1087,Books,4.0,725.14,0.57
Books_1088,Books,5.0,229.99,0.86
Books_1089,Books,3.5,759.335,0.275
Books_109,Books,3.6666666666666665,788.3733333333333,0.6
Books_1090,Books,2.0,660.04,0.6233333333333334
Books_1091,Books,4.5,410.1,0.49
Books_1092,Books,4.0,602.87,0.46
Books_1093,Books,4.0,710.605,0.6
Books_1095,Books,3.0,418.81,0.875
Books_1096,Books,2.5,286.16249999999997,0.625
Books_1097,Books,3.3333333333333335,874.3633333333333,0.2966666666666667
Books_1098,Books,4.333333333333333,551.9466666666666,0.27666666666666667
Books_1099,Books,2.5,182.76999999999998,0.45999999999999996
Books_11,Books,3.25,587.1475,0.6699999999999999
Books_110,Books,2.0,781.72,0.63
Books_1101,Books,2.5,701.71,0.365
Books_1102,Books,5.0,250.26,0.65
Books_1103,Books,1.0,443.97,0.27
Books_1104,Books,2.6666666666666665,402.95666666666665,0.5733333333333334
Books_1105,Books,5.0,552.1949999999999,0.765
Books_1106,Books,4.0,488.45000000000005,0.755
Books_1107,Books,2.0,585.5,0.49
Books_1108,Books,3.5,704.8050000000001,0.575
Books_1109,Books,5.0,719.63,0.56
Books_111,Books,1.0,841.5,0.74
Books_1110,Books,3.5,737.1800000000001,0.47500000000000003
Books_1111,Books,3.0,659.5100000000001,0.62
Books_1112,Books,3.5,569.85,0.79
Books_1113,Books,4.0,677.425,0.465
Books_1114,Books,3.5,712.76,0.57
Books_1115,Books,5.0,952.14,0.13
Books_1117,Books,1.5,667.685,0.44
Books_1118,Books,3.0,723.43,0.44
Books_112,Books,2.0,303.58,0.295
Books_1120,Books,3.0,461.0,0.43500000000000005
Books_1121,Books,4.0,521.62,0.73
Books_1122,Books,4.333333333333333,216.92333333333332,0.36999999999999994
Books_1123,Books,3.5,418.97499999999997,0.53
Books_1124,Books,2.6666666666666665,581.7366666666667,0.5833333333333334
Books_1125,Books,3.0,238.64333333333335,0.11333333333333334
Books_1126,Books,2.3333333333333335,204.16333333333333,0.6533333333333333
Books_1127,Books,2.3333333333333335,381.29333333333335,0.51
Books_1128,Books,2.0,565.51,0.75
Books_113,Books,5.0,137.41,0.23
Books_1130,Books,3.25,529.7875,0.45
Books_1131,Books,5.0,949.46,0.62
Books_1132,Books,2.0,361.17,0.52
Books_1133,Books,1.0,142.31,0.1
Books_1134,Books,3.2,567.79,0.422
Books_1135,Books,3.0,43.589999999999996,0.41500000000000004
Books_1136,Books,2.0,463.78,0.49
Books_1137,Books,2.0,538.19,0.91
Books_1138,Books,4.0,507.14,0.97
Books_1139,Books,3.0,873.98,0.1
Books_1141,Books,4.333333333333333,590.5766666666667,0.26333333333333336
Books_1142,Books,1.5,614.9525,0.62
Books_1143,Books,2.8,406.328,0.728
Books_1144,Books,4.0,625.84,0.31
Books_1145,Books,2.5,634.0033333333333,0.4883333333333333
Books_1146,Books,4.0,690.8299999999999,0.5966666666666667
Books_1147,Books,2.0,420.985,0.605
Books_1149,Books,3.0,438.40000000000003,0.355
Books_115,Books,3.0,808.38,0.02
Books_1150,Books,2.3333333333333335,634.0666666666666,0.21999999999999997
Books_1151,Books,2.5,704.875,0.45
Books_1152,Books,2.4,583.5,0.736
Books_1154,Books,3.3333333333333335,463.95666666666665,0.3666666666666667
Books_1155,Books,1.5,686.585,0.45
Books_1156,Books,1.6666666666666667,669.3533333333334,0.08666666666666667
Books_1157,Books,3.25,395.9325,0.33
Books_1158,Books,2.857142857142857,515.7271428571429,0.5599999999999999
Books_1159,Books,3.6666666666666665,480.93666666666667,0.41
Books_116,Books,3.0,529.26,0.14
Books_1160,Books,2.25,437.88,0.1625
Books_1161,Books,4.0,133.0,0.67
Books_1162,Books,3.0,399.95,0.56
Books_1164,Books,2.3333333333333335,401.40000000000003,0.3766666666666667
